Data;ID_venda;Filial;Vendedor;Nome_produto;Nome_cliente;Genero_cliente;Forma_pagamento
14/02/2024;249703;São Paulo;Murilo Cavalcante;Air Force 1;Henrique Andrade;Masculino;Cartão de crédito
03/02/2024;495780;Rio de Janeiro;Leandro da Costa;Havaianas;Alice Fernandes;Masculino;Cartão de débito
24/02/2024;582732;São Paulo;Dr. Lorenzo Camargo;Nemeziz;Rodrigo Brito;Masculino;Cartão de débito
20/02/2024;379369;Porto Alegre;Davi Luiz Farias;Mercurial;Liam Sousa;Masculino;Cartão de débito
08/02/2024;106556;Porto Alegre;Marina da Mota;Schutz;Benicio Dias;Feminino;Cartão de débito
12/02/2024;813509;Belo Horizonte;Dr. Luan Borges;Lacoste;Alexia da Costa;Masculino;Cartão de débito
09/02/2024;608677;Porto Alegre;Marina da Mota;Rasteira;Vinicius Moreira;Feminino;PIX
09/02/2024;232810;Curitiba;Gael Henrique Siqueira;Tiririca;Carlos Eduardo Sá;Feminino;Cartão de crédito
15/02/2024;305659;Curitiba;Gael Henrique Siqueira;Beira Rio;Brayan Moraes;Feminino;Cartão de débito
12/02/2024;348915;Porto Alegre;Dr. Davi Luiz Rezende;Mercurial;Dra. Ana Liz Rios;Feminino;Cartão de débito
09/02/2024;816770;Belo Horizonte;Sr. Valentim Duarte;Papete;Sr. João Guilherme da Cunha;Masculino;Cartão de crédito
23/02/2024;117727;São Paulo;Nathan Montenegro;Nemeziz;Heloísa Machado;Masculino;Cartão de crédito
09/02/2024;255223;Porto Alegre;Isabelly Cirino;Melissa;Nina Almeida;Masculino;Cartão de crédito
22/02/2024;798572;Curitiba;Oliver Sales;Palace;José Viana;Masculino;Cartão de débito
13/02/2024;766297;Curitiba;Samuel das Neves;Predator;Pietra Gomes;Feminino;Cartão de débito
28/02/2024;554757;São Paulo;Nathan Montenegro;Mercurial;Augusto Araújo;Masculino;Cartão de débito
07/02/2024;447807;Curitiba;Gael Henrique Siqueira;X;Fernando das Neves;Feminino;PIX
18/02/2024;228484;São Paulo;Pietro Alves;Vizzano;Theodoro Brito;Masculino;PIX
08/02/2024;777867;Curitiba;Gael Henrique Siqueira;Air Force 1;Francisco Pacheco;Masculino;Cartão de débito
25/02/2024;966104;São Paulo;Theo da Cruz;Alpargata;Ana Sophia Moraes;Feminino;Cartão de crédito
20/02/2024;460706;Belo Horizonte;Dr. Luan Borges;Blazer;Luan Caldeira;Masculino;Cartão de crédito
03/02/2024;474128;São Paulo;Theo da Cruz;Rasteira;Bruno Andrade;Feminino;PIX
05/02/2024;876136;Curitiba;Luiz Henrique Nogueira;Predator;Sr. Calebe Sampaio;Masculino;Cartão de débito
21/02/2024;761278;São Paulo;Valentim da Paz;Alpargata;Sra. Elisa Barros;Feminino;Cartão de crédito
27/02/2024;696816;Belo Horizonte;Sr. Valentim Duarte;Schutz;Alexia Albuquerque;Feminino;Cartão de crédito
15/02/2024;447567;Curitiba;Luiz Henrique Nogueira;Palace;Davi Lucca Azevedo;Masculino;Cartão de débito
26/02/2024;251245;Curitiba;Luiz Henrique Nogueira;Air Force 1;Maria Laura Costela;Feminino;Cartão de crédito
26/02/2024;184259;São Paulo;Pedro Lucas da Luz;Vermelha;Levi da Luz;Feminino;Cartão de crédito
28/02/2024;320252;Curitiba;Sr. Luan Fernandes;Anabela;Daniel Vasconcelos;Feminino;Cartão de débito
21/02/2024;682459;São Paulo;Nathan Montenegro;Vizzano;Léo Rezende;Masculino;Cartão de débito
06/02/2024;953957;Rio de Janeiro;Dr. Luigi Nascimento;Topper;Lucas Gabriel Pimenta;Feminino;Cartão de débito
01/02/2024;340878;Porto Alegre;Marina da Mota;Nemeziz;Olivia Câmara;Feminino;PIX
14/02/2024;157422;São Paulo;Pietro Alves;Lacoste;Brenda Campos;Masculino;Cartão de crédito
24/02/2024;176744;Rio de Janeiro;Dr. Breno Ramos;Vizzano;Benicio Teixeira;Masculino;Cartão de débito
11/02/2024;565250;Porto Alegre;Marina da Mota;Palha;Sofia Freitas;Masculino;PIX
06/02/2024;263120;São Paulo;Valentim da Paz;Palace;Dr. Gael Henrique Rios;Masculino;Cartão de crédito
03/02/2024;570600;Curitiba;Gael Henrique Siqueira;Vermelha;Srta. Ana Teixeira;Feminino;Cartão de crédito
05/02/2024;213422;São Paulo;Theo da Cruz;Dunk;André da Luz;Masculino;PIX
17/02/2024;685352;Porto Alegre;Enzo Gabriel Guerra;Vermelha;Leonardo Lopes;Masculino;Cartão de crédito
24/02/2024;794096;Rio de Janeiro;Dr. Breno Ramos;Predator;Theo Rezende;Feminino;PIX
13/02/2024;639041;Curitiba;Luiz Henrique Nogueira;Copa;Milena da Paz;Masculino;Cartão de débito
04/02/2024;385673;Curitiba;Valentim Barbosa;Schutz;Bárbara da Paz;Feminino;Cartão de crédito
15/02/2024;146410;Curitiba;Valentim Barbosa;Anabela;Maria Luiza Novais;Feminino;Cartão de crédito
01/02/2024;269178;Porto Alegre;Mathias Leão;Melissa;Sra. Ana Clara Nunes;Feminino;Cartão de crédito
27/02/2024;624785;São Paulo;Murilo Cavalcante;Predator;Sr. Otávio Pinto;Masculino;PIX
15/02/2024;764136;Belo Horizonte;Sr. Valentim Duarte;Air Force 1;Dra. Pietra Azevedo;Feminino;Cartão de crédito
24/02/2024;233587;São Paulo;Nathan Montenegro;Cambio;Sr. Arthur Garcia;Masculino;Cartão de débito
01/02/2024;442328;Rio de Janeiro;Dr. Luigi Nascimento;Vermelha;Alícia Souza;Feminino;PIX
25/02/2024;621166;São Paulo;Theo da Cruz;Blazer;Fernanda Sá;Masculino;PIX
04/02/2024;621143;Rio de Janeiro;Dr. Luigi Nascimento;Tiririca;Sr. Davi Lucca Montenegro;Masculino;Cartão de débito
01/02/2024;598163;São Paulo;Theo da Cruz;Air Force 1;Dr. Benjamin Souza;Masculino;Cartão de crédito
17/02/2024;718912;Belo Horizonte;Dr. Luan Borges;Papete;Théo Farias;Masculino;Cartão de crédito
09/02/2024;210549;São Paulo;Pietro Alves;Palace;Ana Luiza Castro;Feminino;PIX
05/02/2024;750714;Belo Horizonte;Clarice Nogueira;Anabela;Letícia da Paz;Masculino;Cartão de débito
10/02/2024;249738;Porto Alegre;Marina da Mota;Palace;Isabella Aparecida;Masculino;PIX
23/02/2024;603606;Rio de Janeiro;Rafaela Rodrigues;Palha;Luana Cirino;Masculino;PIX
18/02/2024;502465;Belo Horizonte;Maitê Jesus;Topper;Nicolas Mendonça;Feminino;PIX
15/02/2024;190250;São Paulo;Dr. Lorenzo Camargo;Vizzano;Maitê Camargo;Masculino;PIX
03/02/2024;884687;Belo Horizonte;Dr. Marcelo Teixeira;Jordan;Lavínia da Paz;Feminino;PIX
13/02/2024;613506;Belo Horizonte;Clarice Nogueira;Vizzano;Elisa Novaes;Masculino;Cartão de débito
07/02/2024;212028;Rio de Janeiro;Pedro Aparecida;Tiririca;Sra. Maria Porto;Masculino;Cartão de crédito
19/02/2024;907228;Porto Alegre;Mathias Leão;Vermelha;Maria Eduarda Novaes;Masculino;Cartão de débito
24/02/2024;162847;Porto Alegre;Enzo Gabriel Guerra;Predator;Raquel Fogaça;Feminino;Cartão de débito
09/02/2024;595792;São Paulo;Nathan Montenegro;Dunk;Carlos Eduardo Vieira;Masculino;Cartão de débito
25/02/2024;600913;Porto Alegre;Dr. Davi Luiz Rezende;Air Force 1;João Pedro Lopes;Masculino;PIX
12/02/2024;686554;Curitiba;Samuel das Neves;Jordan;Ágatha Cirino;Masculino;Cartão de débito
21/02/2024;671024;Curitiba;Gael Henrique Siqueira;Jordan;Antônio Moraes;Feminino;PIX
23/02/2024;623963;Curitiba;Pedro Henrique Casa Grande;Copa;Rhavi Vieira;Masculino;Cartão de crédito
05/02/2024;250151;Rio de Janeiro;Pedro Aparecida;Vizzano;Davi Costa;Masculino;Cartão de crédito
11/02/2024;258995;Belo Horizonte;Maitê Jesus;Air Force 1;Ana Beatriz Sousa;Masculino;Cartão de débito
22/02/2024;812295;Porto Alegre;Isabelly Cirino;Jordan;Theodoro Andrade;Masculino;Cartão de crédito
07/02/2024;983918;Belo Horizonte;Maitê Jesus;Papete;Arthur Miguel Barbosa;Masculino;Cartão de débito
10/02/2024;507627;Curitiba;Oliver Sales;Cambio;Enrico Moraes;Feminino;Cartão de crédito
10/02/2024;864177;São Paulo;Dr. Lorenzo Camargo;Vizzano;Dra. Maria Eduarda Teixeira;Masculino;Cartão de débito
28/02/2024;306918;São Paulo;Murilo Cavalcante;Cambio;Sra. Maysa Mendes;Feminino;Cartão de débito
19/02/2024;564897;Porto Alegre;Igor Porto;Mercurial;Alícia Nogueira;Masculino;Cartão de crédito
13/02/2024;668323;São Paulo;Pedro Lucas da Luz;Palha;Anthony Gabriel Sampaio;Feminino;PIX
24/02/2024;625925;Porto Alegre;Dr. Davi Luiz Rezende;Papete;Manuela Brito;Masculino;Cartão de crédito
19/02/2024;263951;Belo Horizonte;Dr. Marcelo Teixeira;Air Force 1;Srta. Amanda da Conceição;Feminino;Cartão de crédito
12/02/2024;333878;Curitiba;Luiz Henrique Nogueira;Nemeziz;Sra. Bella Pires;Feminino;Cartão de débito
27/02/2024;362324;Curitiba;Gael Henrique Siqueira;X;Sr. Anthony Gomes;Masculino;Cartão de crédito
04/02/2024;166414;Porto Alegre;Marina da Mota;Vermelha;Luara Silveira;Masculino;Cartão de crédito
26/02/2024;534173;São Paulo;Dr. Lorenzo Camargo;Palace;Maria Helena Cunha;Feminino;Cartão de crédito
15/02/2024;872996;Belo Horizonte;Dr. Luan Borges;Predator;Vitor Ramos;Feminino;Cartão de débito
14/02/2024;207706;Porto Alegre;Enzo Gabriel Guerra;Palha;Maria Helena Marques;Feminino;PIX
13/02/2024;625185;Curitiba;Pedro Henrique Casa Grande;Blazer;Antônio Souza;Masculino;PIX
13/02/2024;819527;Porto Alegre;Enzo Gabriel Guerra;Tiririca;Dra. Camila Porto;Feminino;PIX
14/02/2024;278683;Porto Alegre;Isabelly Cirino;Rasteira;Benicio Lima;Masculino;PIX
19/02/2024;287068;Porto Alegre;Marina da Mota;Schutz;Luan Moura;Masculino;PIX
07/02/2024;301209;Rio de Janeiro;João Miguel Fonseca;Rasteira;Sra. Emanuella Lima;Masculino;Cartão de débito
18/02/2024;848921;Belo Horizonte;Dr. Marcelo Teixeira;Beira Rio;Rhavi da Rocha;Masculino;PIX
23/02/2024;519108;Curitiba;Gael Henrique Siqueira;Anabela;André Souza;Masculino;Cartão de débito
02/02/2024;196510;Porto Alegre;Marina da Mota;Tiririca;Luiz Fernando Souza;Feminino;PIX
17/02/2024;586718;Curitiba;Gael Henrique Siqueira;Dunk;Mateus Borges;Feminino;Cartão de crédito
13/02/2024;439357;Belo Horizonte;Maitê Jesus;Lacoste;Marcos Vinicius Martins;Masculino;Cartão de crédito
17/02/2024;211732;Rio de Janeiro;Rafaela Rodrigues;Lacoste;Maria Julia Pimenta;Feminino;PIX
09/02/2024;386897;São Paulo;Valentim da Paz;Beira Rio;Lucas Machado;Feminino;Cartão de débito
23/02/2024;910852;Rio de Janeiro;Dr. Luigi Nascimento;Lacoste;Arthur Miguel Souza;Masculino;PIX
14/02/2024;238088;Curitiba;Sr. Luan Fernandes;Mercurial;Sr. Arthur Gabriel da Luz;Masculino;PIX
01/02/2024;139161;Curitiba;Sr. Luan Fernandes;Mercurial;Carolina Dias;Feminino;PIX
08/02/2024;947064;Belo Horizonte;Francisco Macedo;Tiririca;Juan Sampaio;Masculino;Cartão de débito
16/02/2024;443646;Belo Horizonte;Thales Viana;Anabela;Otávio da Cruz;Masculino;Cartão de débito
15/02/2024;864425;Curitiba;Samuel das Neves;Tiririca;Vitor Hugo Nascimento;Feminino;Cartão de crédito
08/02/2024;735367;Belo Horizonte;Francisco Macedo;Jordan;Sophia Jesus;Masculino;PIX
26/02/2024;693739;Curitiba;Gael Henrique Siqueira;Beira Rio;Maria Luiza Machado;Masculino;Cartão de débito
01/02/2024;359779;Belo Horizonte;Dr. Marcelo Teixeira;Topper;Maria Luísa Casa Grande;Masculino;Cartão de crédito
28/02/2024;149438;Belo Horizonte;Dr. Luan Borges;Anabela;Luana Costela;Masculino;Cartão de crédito
22/02/2024;115548;Rio de Janeiro;Rafaela Rodrigues;Vermelha;Bento Silva;Masculino;Cartão de crédito
09/02/2024;848497;Porto Alegre;Isabelly Cirino;Vermelha;Lucas Pimenta;Masculino;PIX
05/02/2024;887306;São Paulo;Nathan Montenegro;Havaianas;Julia Aragão;Feminino;Cartão de crédito
05/02/2024;214634;Belo Horizonte;Dr. Marcelo Teixeira;Cambio;Benicio Marques;Feminino;Cartão de débito
25/02/2024;353108;Belo Horizonte;Maitê Jesus;Schutz;Rebeca Mendonça;Masculino;PIX
24/02/2024;270814;Porto Alegre;Isabelly Cirino;Air Force 1;Isis Mendonça;Masculino;Cartão de crédito
12/02/2024;793853;Rio de Janeiro;Pedro Aparecida;Tiririca;Gustavo Moreira;Masculino;PIX
24/02/2024;700374;São Paulo;Murilo Cavalcante;Air Force 1;Ana Clara Ferreira;Masculino;PIX
11/02/2024;579849;Porto Alegre;Isabelly Cirino;Vermelha;Manuella Leão;Masculino;Cartão de crédito
01/02/2024;541297;Belo Horizonte;Thales Viana;Tiririca;Lunna Rezende;Masculino;Cartão de débito
02/02/2024;888703;São Paulo;Nathan Montenegro;Palha;Dra. Ana Vitória das Neves;Masculino;PIX
20/02/2024;766780;Rio de Janeiro;Leandro da Costa;X;Sophie Nunes;Feminino;Cartão de débito
16/02/2024;281058;Porto Alegre;Davi Luiz Farias;Schutz;Isaac Aparecida;Masculino;PIX
13/02/2024;502462;Rio de Janeiro;Dr. Breno Ramos;Anabela;Davi Miguel Rezende;Feminino;Cartão de crédito
27/02/2024;217288;Porto Alegre;Isabelly Cirino;Air Force 1;Gabrielly Borges;Masculino;PIX
08/02/2024;415577;Porto Alegre;Dr. Davi Luiz Rezende;Alpargata;Dra. Maria Luiza Peixoto;Masculino;PIX
19/02/2024;531298;Porto Alegre;Dr. Davi Luiz Rezende;Blazer;Davi Luiz Souza;Feminino;Cartão de crédito
27/02/2024;312894;Porto Alegre;Isabelly Cirino;Papete;Sr. Davi Lucca Freitas;Masculino;Cartão de crédito
17/02/2024;989720;Rio de Janeiro;Dr. Breno Ramos;Air Force 1;Sr. Thiago Nunes;Feminino;PIX
20/02/2024;778783;Rio de Janeiro;Leandro da Costa;Vermelha;Maria Julia Nascimento;Feminino;PIX
10/02/2024;750688;Rio de Janeiro;João Miguel Fonseca;Havaianas;Ayla Barbosa;Masculino;Cartão de crédito
07/02/2024;456563;Porto Alegre;Davi Luiz Farias;Mercurial;Ravi Lucca Jesus;Masculino;Cartão de crédito
11/02/2024;125337;Rio de Janeiro;João da Luz;Anabela;Luiz Otávio Nascimento;Feminino;Cartão de débito
12/02/2024;263860;Curitiba;Oliver Sales;Palace;Sra. Zoe Mendonça;Masculino;Cartão de débito
11/02/2024;735174;Porto Alegre;Igor Porto;Rasteira;Aurora Costela;Feminino;Cartão de crédito
26/02/2024;242390;Rio de Janeiro;Rafaela Rodrigues;Anabela;Thales Vieira;Feminino;Cartão de débito
02/02/2024;267731;Belo Horizonte;Dr. Marcelo Teixeira;Schutz;Amanda da Costa;Masculino;PIX
21/02/2024;142016;Porto Alegre;Mathias Leão;Mercurial;Dr. Heitor Costela;Feminino;PIX
11/02/2024;542379;Porto Alegre;Mathias Leão;Blazer;Danilo Almeida;Feminino;Cartão de débito
19/02/2024;234957;Belo Horizonte;Thales Viana;Predator;Dante Sousa;Masculino;Cartão de crédito
21/02/2024;103605;Porto Alegre;Igor Porto;Papete;Maria Eduarda Farias;Feminino;Cartão de débito
14/02/2024;201006;Rio de Janeiro;Leandro da Costa;Mercurial;Théo Gomes;Feminino;Cartão de débito
27/02/2024;269050;São Paulo;Pietro Alves;Cambio;Sophia da Luz;Masculino;Cartão de crédito
14/02/2024;657061;Porto Alegre;Igor Porto;Tiririca;Felipe Caldeira;Feminino;PIX
10/02/2024;764350;Curitiba;Luiz Henrique Nogueira;Rasteira;Theo Vieira;Feminino;Cartão de débito
17/02/2024;582578;Curitiba;Gael Henrique Siqueira;Beira Rio;Ian da Mota;Masculino;PIX
06/02/2024;208690;Belo Horizonte;Francisco Macedo;Copa;Rebeca Siqueira;Masculino;PIX
12/02/2024;696782;Belo Horizonte;Dr. Marcelo Teixeira;Papete;Nina da Rosa;Masculino;Cartão de débito
20/02/2024;785852;Curitiba;Pedro Henrique Casa Grande;Nemeziz;Renan Ramos;Masculino;Cartão de débito
15/02/2024;568143;Rio de Janeiro;Leandro da Costa;Papete;Henry Costa;Feminino;Cartão de crédito
04/02/2024;202928;Belo Horizonte;Clarice Nogueira;Nemeziz;Nina Abreu;Feminino;Cartão de débito
22/02/2024;183169;São Paulo;Valentim da Paz;Nemeziz;Lucca Moura;Feminino;Cartão de débito
24/02/2024;213848;Porto Alegre;Mathias Leão;Copa;Pedro Lucas Santos;Masculino;PIX
06/02/2024;383733;Curitiba;Luiz Henrique Nogueira;Havaianas;Cecilia Melo;Masculino;PIX
15/02/2024;427359;São Paulo;Valentim da Paz;Mercurial;Apollo Almeida;Feminino;Cartão de débito
20/02/2024;590479;Porto Alegre;Marina da Mota;Topper;Lívia Casa Grande;Feminino;Cartão de débito
24/02/2024;109851;Porto Alegre;Enzo Gabriel Guerra;Dunk;Ester Castro;Masculino;Cartão de débito
17/02/2024;679697;São Paulo;Murilo Cavalcante;Dunk;Thiago Cardoso;Masculino;Cartão de débito
01/02/2024;334797;Belo Horizonte;Maitê Jesus;Nemeziz;Pedro Henrique da Rosa;Masculino;PIX
21/02/2024;723975;São Paulo;Valentim da Paz;Anabela;Sr. Breno Martins;Masculino;Cartão de crédito
08/02/2024;902324;Curitiba;Sr. Luan Fernandes;Blazer;Alice Moreira;Feminino;Cartão de débito
14/02/2024;257936;Porto Alegre;Igor Porto;Blazer;Sra. Daniela Camargo;Feminino;PIX
15/02/2024;836461;Curitiba;Oliver Sales;Palha;Rhavi Pimenta;Feminino;Cartão de débito
22/02/2024;881925;São Paulo;Pietro Alves;Nemeziz;Benicio Montenegro;Feminino;Cartão de crédito
18/02/2024;855003;Belo Horizonte;Dr. Luan Borges;Havaianas;Bento Caldeira;Masculino;Cartão de débito
27/02/2024;841503;Porto Alegre;Mathias Leão;Alpargata;Dra. Beatriz Souza;Feminino;Cartão de débito
08/02/2024;624667;Porto Alegre;Dr. Davi Luiz Rezende;Beira Rio;Sra. Fernanda Pastor;Feminino;Cartão de débito
23/02/2024;345546;Rio de Janeiro;Rafaela Rodrigues;Predator;Ester Ramos;Feminino;Cartão de crédito
20/02/2024;228872;Belo Horizonte;Thales Viana;X;Srta. Alexia Santos;Masculino;Cartão de débito
25/02/2024;882120;São Paulo;Nathan Montenegro;Dunk;João Gabriel Camargo;Feminino;PIX
01/02/2024;641418;Rio de Janeiro;João da Luz;Mercurial;Eduardo Sousa;Masculino;PIX
08/02/2024;340392;Curitiba;Sr. Luan Fernandes;Copa;Raquel Macedo;Feminino;PIX
12/02/2024;944982;Curitiba;Valentim Barbosa;Mercurial;Theodoro Oliveira;Feminino;PIX
01/02/2024;880680;Curitiba;Valentim Barbosa;Jordan;Nathan Novais;Feminino;Cartão de débito
03/02/2024;103991;São Paulo;Pedro Lucas da Luz;Vermelha;Pedro Miguel Pinto;Feminino;PIX
27/02/2024;554346;Porto Alegre;Marina da Mota;Schutz;Dra. Camila Borges;Feminino;PIX
02/02/2024;719912;São Paulo;Theo da Cruz;Palha;Eduardo Monteiro;Feminino;PIX
02/02/2024;425433;São Paulo;Theo da Cruz;Anabela;Bernardo Pires;Feminino;Cartão de débito
03/02/2024;279793;Belo Horizonte;Thales Viana;Tiririca;Sr. Pedro Araújo;Feminino;Cartão de débito
07/02/2024;798147;Porto Alegre;Enzo Gabriel Guerra;Nemeziz;Calebe Moraes;Masculino;Cartão de débito
06/02/2024;798305;São Paulo;Theo da Cruz;Dunk;Joaquim Andrade;Feminino;PIX
01/02/2024;693212;Belo Horizonte;Francisco Macedo;Air Force 1;Ana Julia Jesus;Feminino;Cartão de crédito
04/03/2024;851547;Rio de Janeiro;Leandro da Costa;Copa;Asafe Siqueira;Masculino;Cartão de crédito
20/03/2024;372161;Porto Alegre;Davi Luiz Farias;Copa;Bernardo Pereira;Masculino;PIX
06/03/2024;150604;Belo Horizonte;Dr. Marcelo Teixeira;Beira Rio;Ana Beatriz Aparecida;Feminino;Cartão de crédito
31/03/2024;433739;Belo Horizonte;Dr. Marcelo Teixeira;Nemeziz;Ana Liz Moraes;Masculino;Cartão de crédito
30/03/2024;307534;Rio de Janeiro;Dr. Breno Ramos;Palha;Dr. Henry Gabriel Ferreira;Feminino;Cartão de crédito
16/03/2024;573219;Rio de Janeiro;Dr. Breno Ramos;Jordan;João Pedro Caldeira;Feminino;PIX
07/03/2024;146592;Curitiba;Pedro Henrique Casa Grande;Havaianas;Nicole Siqueira;Feminino;Cartão de débito
13/03/2024;456958;São Paulo;Murilo Cavalcante;Cambio;Asafe Rios;Masculino;Cartão de débito
04/03/2024;972492;Porto Alegre;Igor Porto;Melissa;Sara Costa;Feminino;Cartão de crédito
01/03/2024;174158;Rio de Janeiro;Dr. Breno Ramos;Lacoste;Davi Lucas Gomes;Masculino;Cartão de crédito
03/03/2024;672628;Belo Horizonte;Clarice Nogueira;Havaianas;Caio Oliveira;Feminino;Cartão de crédito
07/03/2024;939149;Belo Horizonte;Clarice Nogueira;Dunk;Thiago Nogueira;Masculino;Cartão de débito
01/03/2024;898256;Curitiba;Gael Henrique Siqueira;Copa;Pedro Henrique Farias;Masculino;Cartão de crédito
06/03/2024;415597;Porto Alegre;Dr. Davi Luiz Rezende;Air Force 1;Calebe Cassiano;Feminino;Cartão de crédito
26/03/2024;105544;Porto Alegre;Davi Luiz Farias;Nemeziz;Thiago da Costa;Masculino;Cartão de crédito
12/03/2024;922868;Belo Horizonte;Dr. Marcelo Teixeira;Palace;Bruno da Rocha;Masculino;PIX
30/03/2024;883386;Curitiba;Gael Henrique Siqueira;Melissa;Lorena Costela;Feminino;Cartão de débito
12/03/2024;509861;São Paulo;Theo da Cruz;Papete;Dr. Vitor Hugo Peixoto;Feminino;PIX
19/03/2024;505788;Rio de Janeiro;Leandro da Costa;Blazer;Benjamin da Mota;Feminino;PIX
18/03/2024;189309;Curitiba;Valentim Barbosa;Lacoste;Ana Vargas;Masculino;Cartão de crédito
15/03/2024;143879;São Paulo;Dr. Lorenzo Camargo;Blazer;Isis da Mata;Feminino;PIX
19/03/2024;179147;Curitiba;Valentim Barbosa;Cambio;Isaque Sampaio;Feminino;PIX
13/03/2024;700650;Porto Alegre;Igor Porto;Copa;Vitória Dias;Masculino;Cartão de débito
02/03/2024;762250;Porto Alegre;Dr. Davi Luiz Rezende;Vizzano;Sophie Fonseca;Masculino;PIX
08/03/2024;978335;Rio de Janeiro;Dr. Luigi Nascimento;Air Force 1;Maya Marques;Masculino;PIX
05/03/2024;332831;Porto Alegre;Igor Porto;Blazer;Amanda Viana;Masculino;Cartão de débito
01/03/2024;322118;Belo Horizonte;Sr. Valentim Duarte;Palha;Dom Farias;Masculino;PIX
05/03/2024;576555;Belo Horizonte;Dr. Marcelo Teixeira;Havaianas;Dr. Rodrigo da Rocha;Feminino;Cartão de débito
29/03/2024;618758;Belo Horizonte;Thales Viana;Nemeziz;Aylla Costela;Feminino;Cartão de crédito
05/03/2024;194558;Rio de Janeiro;Dr. Breno Ramos;Cambio;Laís Cavalcante;Masculino;Cartão de débito
07/03/2024;736640;Belo Horizonte;Clarice Nogueira;Havaianas;Apollo Alves;Feminino;Cartão de crédito
21/03/2024;578977;Belo Horizonte;Thales Viana;Palha;Luiz Felipe das Neves;Feminino;Cartão de débito
03/03/2024;767579;Rio de Janeiro;João da Luz;Blazer;Davi Cardoso;Feminino;Cartão de débito
04/03/2024;422523;Belo Horizonte;Clarice Nogueira;Havaianas;Maysa Rocha;Masculino;PIX
28/03/2024;473716;Curitiba;Sr. Luan Fernandes;Palha;Rafael Almeida;Feminino;PIX
28/03/2024;261332;Porto Alegre;Isabelly Cirino;Lacoste;Ana Clara Sampaio;Masculino;Cartão de débito
11/03/2024;413424;São Paulo;Valentim da Paz;Nemeziz;Mariane Albuquerque;Feminino;Cartão de crédito
13/03/2024;145373;Porto Alegre;Mathias Leão;Tiririca;Dra. Mariane da Mota;Masculino;Cartão de crédito
23/03/2024;827004;Curitiba;Valentim Barbosa;Beira Rio;Maria Sophia Barros;Feminino;PIX
04/03/2024;261690;São Paulo;Pietro Alves;Papete;Josué Sampaio;Masculino;Cartão de débito
16/03/2024;536049;São Paulo;Dr. Lorenzo Camargo;Topper;Isaque Ferreira;Feminino;Cartão de débito
04/03/2024;349632;Rio de Janeiro;Dr. Breno Ramos;Predator;Srta. Ana Mendes;Masculino;PIX
14/03/2024;389485;Porto Alegre;Marina da Mota;Predator;Luara Castro;Masculino;PIX
24/03/2024;127850;Curitiba;Luiz Henrique Nogueira;Blazer;Nathan Silva;Masculino;PIX
10/03/2024;735204;São Paulo;Pedro Lucas da Luz;Schutz;Kamilly Gomes;Masculino;Cartão de débito
17/03/2024;991862;São Paulo;Pietro Alves;Blazer;Maria Cecília Albuquerque;Feminino;Cartão de crédito
21/03/2024;670299;São Paulo;Theo da Cruz;Nemeziz;Luiz Gustavo Lima;Feminino;Cartão de crédito
31/03/2024;159210;São Paulo;Pedro Lucas da Luz;Air Force 1;Léo Sá;Feminino;Cartão de crédito
23/03/2024;402987;São Paulo;Pedro Lucas da Luz;Rasteira;Sabrina Novaes;Feminino;Cartão de débito
21/03/2024;323210;Curitiba;Samuel das Neves;Palha;Sr. Daniel Pastor;Feminino;PIX
25/03/2024;975250;Curitiba;Sr. Luan Fernandes;Schutz;Dra. Manuella Martins;Masculino;PIX
06/03/2024;631027;Belo Horizonte;Clarice Nogueira;Vermelha;Ana Lívia Lima;Feminino;PIX
26/03/2024;139830;Belo Horizonte;Dr. Luan Borges;Topper;Sr. Pedro Miguel Costela;Masculino;PIX
20/03/2024;902326;Porto Alegre;Marina da Mota;Tiririca;Gael Henrique Guerra;Masculino;Cartão de crédito
10/03/2024;970771;Porto Alegre;Isabelly Cirino;Air Force 1;Dra. Sophia Pimenta;Masculino;PIX
19/03/2024;969940;Rio de Janeiro;Rafaela Rodrigues;Predator;Dra. Maya Oliveira;Masculino;Cartão de crédito
03/03/2024;339028;Porto Alegre;Enzo Gabriel Guerra;Blazer;Breno da Luz;Masculino;Cartão de débito
11/03/2024;639217;São Paulo;Theo da Cruz;Melissa;Sr. Rhavi Sales;Feminino;PIX
22/03/2024;581598;Rio de Janeiro;João Miguel Fonseca;Nemeziz;Alice Ribeiro;Feminino;Cartão de débito
27/03/2024;968343;São Paulo;Pietro Alves;Mercurial;Bernardo Cavalcanti;Masculino;PIX
29/03/2024;729842;Rio de Janeiro;Dr. Luigi Nascimento;Havaianas;Mateus Cardoso;Masculino;Cartão de crédito
23/03/2024;215836;Curitiba;Oliver Sales;Papete;Olivia Carvalho;Feminino;Cartão de débito
22/03/2024;309450;São Paulo;Dr. Lorenzo Camargo;Tiririca;André da Conceição;Feminino;Cartão de débito
13/03/2024;218455;Rio de Janeiro;Dr. Breno Ramos;Havaianas;Noah Nogueira;Feminino;Cartão de crédito
27/03/2024;770159;Rio de Janeiro;Dr. Breno Ramos;Rasteira;Mathias Fernandes;Feminino;Cartão de débito
15/03/2024;343995;São Paulo;Nathan Montenegro;Vermelha;Lucca Porto;Feminino;PIX
30/03/2024;100939;Rio de Janeiro;Pedro Aparecida;Copa;Ian Pacheco;Masculino;Cartão de crédito
01/03/2024;381580;Porto Alegre;Enzo Gabriel Guerra;Nemeziz;Kevin Alves;Masculino;PIX
